cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,cat_feature_10,cat_feature_11,cat_feature_12,cat_feature_13,cat_feature_14,cat_feature_15,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,cont_feature_7,cont_feature_8,cont_feature_9,cont_feature_10,cont_feature_11,cont_feature_12,cont_feature_13,cont_feature_14,cont_feature_15,target
4,0,1,6,2,4,5,1,8,1,2,2,2,1,5,7.945088285502733,69.3904945518684,87.45530556746077,17.584384503790595,32.655351039400614,35.77518781654365,69.36751084170291,3.435462635604103,5.378900076381232,84.41760832822555,4.764747552351811,48.66141689725371,42.49757807908089,79.62333148141663,21.875197733498375,0
5,1,1,3,2,2,4,2,7,1,0,2,1,2,4,39.59429137160746,90.46529979255243,22.42926676746061,14.139438184736374,7.423959795249157,70.94452434342271,7.501939858858275,92.99445084737606,69.44629632392176,3.8057376966977086,12.216471324967648,34.35605056264246,88.85554032587429,94.69498989922988,33.121419592813126,0
4,3,0,6,2,2,5,0,0,0,5,3,1,0,2,1.9353778659753962,10.115844756343895,33.66137916173858,98.65231019923161,44.41855744332193,89.24470196826665,7.4956878245728165,23.928331482333054,22.71554895576584,27.09553957709552,12.091210997006485,55.25183739727003,40.904509982054485,63.01184615483486,47.58275092046325,0
0,3,2,5,2,3,5,1,2,0,0,2,5,0,7,39.298070106114615,71.05475362618134,11.59932899835443,74.32563683539172,37.443197562487974,74.06091939904303,2.256763159664832,99.07727423573246,42.42709817438165,53.560678590599586,61.59119065873545,85.89333765090782,56.097747057582346,59.043744389028454,73.80891626101733,1
0,3,1,3,2,1,3,2,7,2,5,2,3,1,4,34.73174521372403,63.22604584197903,7.488334190733104,35.08851437410488,49.223792961238786,55.04569933962663,94.19312515149912,21.87761899231333,17.397228592414017,71.90967073944012,76.92846001827486,65.37382402206691,86.10967700339258,79.15544761701166,88.80411221107893,1
2,3,2,4,2,3,4,0,1,1,2,0,2,1,7,15.579166125400468,88.5908275291227,44.95000733670709,81.80026920158966,51.64058100653492,87.70378961988389,23.609077242230413,78.76082524361442,34.057197739505526,63.90243357741816,14.874182536186764,15.813354128550827,99.47519139708129,63.936784609005635,67.08823220243977,1
4,3,2,3,2,3,3,2,3,1,4,1,5,0,7,62.76297494456943,14.91061647600752,6.2488299125993745,61.938634822813434,87.07686370888176,49.38957189296076,0.17661807997662038,44.21156440601249,12.757980102802735,90.964954671727,44.64660282689174,69.48952135702865,84.63817380908122,83.23033987052371,31.30005767583379,0
2,0,4,5,1,0,0,0,5,0,6,1,0,2,3,65.03078561108488,92.9830094350538,93.82429885060421,99.78760325799827,34.695291342553034,76.92910285828297,83.96384509453065,43.32857383745383,26.070821233346862,70.04173181732102,91.34321050350609,74.16166326213015,26.409395248953505,98.88097991098346,54.025326597813525,0
0,2,2,6,1,4,5,0,8,0,2,2,5,2,3,13.367975366339024,6.78586212734229,76.89280422847389,78.82738758102273,0.7789537397070889,70.72013170737485,90.7135061053712,16.153655747427052,92.68451749505545,21.243233046039677,48.70003265567888,46.6563008591904,33.27794916904472,74.11492669396567,30.707927160769344,0
5,2,1,3,0,1,3,1,2,2,7,2,1,0,8,55.46839081702464,1.0847941411650908,41.64771110663158,31.884849416462714,98.5926289512639,84.16037942953616,25.30274547200475,49.98891646072234,66.06508930839183,51.89896939970461,5.887507767537636,7.674500991553435,18.24094261649102,57.31120525858285,71.87768618519192,0
0,2,4,0,2,4,0,1,2,2,5,1,0,2,1,47.39281464165518,67.62083907062457,32.526453407539336,39.83639431972772,38.59004133182463,28.410689016123712,27.109524318236577,57.89262241949644,66.36728907099389,42.76097920251243,95.72331747982263,24.62226361703864,39.25893921986601,61.63215840401972,16.5829734877461,1
5,1,0,5,0,4,2,0,1,1,7,0,1,1,2,11.720674734050462,79.32586969948488,29.04402342374358,15.428587693901342,88.81306253601714,86.42883454179021,30.826773520318838,27.902394879356752,66.51058068692835,85.98049096944804,33.37724815939451,83.57885332863187,51.1535468154126,30.781758146068206,88.0737283717824,1
5,2,2,0,1,0,1,0,4,0,8,3,5,2,7,97.67643688196434,24.00923461520398,98.73737672449575,66.63530073229072,79.78014972096457,90.94931035372522,4.771980299655853,35.601714098792044,9.341497752256245,95.45666501543818,10.153884326629726,47.24377729227711,5.580936330688269,44.984389322395224,55.61325700688441,1
2,3,0,1,1,1,3,0,5,2,3,1,1,1,7,89.67510230237534,55.353005444527014,99.63814090937846,31.87568684155948,45.134101036213494,4.336713234000444,13.945143182116325,79.90738597811303,3.9980524814664298,39.780263727365195,5.949258372059862,84.04492700735534,79.09134551530599,28.509428227839095,86.56959601594936,1
3,2,2,0,1,2,2,2,3,1,8,3,3,2,1,5.572057598078473,11.28308521723439,2.201861639903935,27.49640647758399,32.80836436336998,44.627987364345714,86.6006474854967,97.48597986353846,42.62349540454265,85.91295489195929,94.39182744703702,19.956029829129207,32.79898871660977,93.83591206825837,24.70282452089726,0
0,2,3,7,2,1,2,0,1,1,6,1,0,1,2,96.73973618107836,12.623085402595946,68.75877142679497,26.495799016527222,6.595282269113034,56.054754043018406,59.52514851610757,75.99209986865957,2.9683371013570548,11.298975774965669,12.222987118319207,60.73841848296947,87.45487197876211,35.997029721143235,9.318163201928996,1
4,3,1,3,2,1,4,1,5,1,6,2,5,0,4,35.50373801357083,60.33419717857272,72.49158056240037,88.29529693740831,10.020011616407254,99.4755215926785,84.9499523121048,97.97987957365262,59.561328410031614,35.217271103296646,51.66003222480945,85.84914913875991,73.83318529362806,96.5198652909798,24.056723653975,1
4,1,1,3,2,1,2,2,1,0,7,3,2,1,1,56.44467827591576,99.13897726708963,51.93653974225606,82.79556715672314,42.61270671267899,52.38257553343456,27.788532022579883,59.16363346269944,33.47325613578246,33.43643255383856,54.42390837777522,49.54647807683985,93.6170562306438,73.95568030201322,89.07356435990896,1
0,1,2,6,0,3,0,1,7,1,6,1,3,2,1,93.95576330069305,37.08286840191744,72.86723093132413,15.923537241034069,98.89011947667457,27.786836601547826,55.15306554996025,58.33361761070446,7.120387214561397,0.6057656061691286,31.469345111569602,46.18244357881073,73.68924604926113,51.90568173481509,56.11411275134483,1
1,3,0,2,2,1,2,1,6,1,6,0,5,2,3,66.74543046612077,73.58763983270758,21.469624783218176,11.01340903653617,2.1329345161782864,42.397156641895336,95.00422387722578,15.66398562057577,16.120851990633945,19.802585971881204,97.13227121912716,29.14835009444977,5.024436563906454,91.17322467102439,65.19238977450522,0
1,0,4,0,0,1,5,2,2,1,5,3,3,1,3,72.8633225530376,83.73629989566712,1.5275781239082686,61.101645977737974,0.24028413517023228,87.858981942581,70.09115387806017,98.38563937889212,22.94966589919236,85.33610182686418,46.47658139922639,41.846402999008426,56.67231247460055,49.19520722602879,94.3052573294994,1
4,2,2,6,1,4,3,1,7,2,1,2,2,2,2,78.70528796662718,96.37572268427427,15.55313032104012,48.67425407217594,71.04748530499656,81.55153886994736,29.109504548771326,52.12646256548821,22.8912456925659,92.19407749789697,36.773627031380094,38.46687222477383,60.58136733472706,26.487254831800012,9.57446835851935,0
0,0,0,0,2,3,3,2,2,0,1,0,2,2,0,4.837625866942707,32.64304582557372,5.362459254058749,5.789783560024597,63.66312125308647,12.75012600328026,24.41115716795439,14.201199304749668,77.08252789211673,3.033213460228734,51.28326098801842,92.10258173544447,79.03502319969074,35.32021471517647,73.82377772490216,1
2,0,1,7,1,1,1,2,6,0,1,2,0,0,0,99.55319579500544,94.52754945288476,2.8714403729258153,45.21316714494574,74.29444554426883,23.219429506063783,78.2000205580536,16.4452943344642,43.16465599944402,52.81091283807605,49.76325089452606,6.893469378331474,8.00501928448245,31.10816026298695,3.341426332987174,1
5,3,1,0,0,2,0,1,4,1,5,2,2,2,1,96.38840830303323,15.141899480960685,4.237854701514909,72.09995967123741,86.77106030930351,37.63856460788265,45.180907046745055,15.920658398084475,42.076926976677456,30.30547439114255,31.270183873838086,11.884840434410082,65.95019427306585,30.409641208387626,98.71442422831302,1
1,2,3,0,1,3,3,1,3,1,4,1,1,0,5,78.99137981724601,56.62619327895849,76.89496720727784,54.902071526344464,22.794863818244494,3.9341120838014554,1.0335237116935958,52.97762434621025,89.82037061823493,26.45239200675108,65.29375345807127,35.63270204219153,70.49385504357613,97.83114029241334,84.07985221860615,0
