cat_feature_1,cat_feature_2,cat_feature_3,cont_feature_1,cont_feature_2,cont_feature_3,target
7,0,1,79.95647334683572,15.265336909792271,95.31509286475406,0
8,2,0,75.05540828680012,66.35655780332611,88.79957660855175,0
4,3,0,58.82056483532612,63.498973788795,87.53903875593994,0
9,1,1,37.260346198934904,29.674601695841996,85.91606829599439,1
2,3,1,4.143209566384942,50.545090280287994,48.84603170589394,1
7,0,0,17.286694928225888,51.624470021007106,26.202515760411938,0
5,1,3,14.848888484391365,31.954499489239318,82.82437430616376,0
9,3,3,7.9180047361403165,89.83836872349674,34.452894280015514,1
3,1,3,5.976540502924232,48.04644245434109,32.625816712445555,0
6,1,1,13.37319849945967,10.190616920628415,99.22097332615391,0
4,0,1,83.99738509815442,27.243189960914528,1.4542632040697723,0
0,3,2,58.91980819070628,61.183609329143806,8.22057961511109,0
6,2,2,27.45181106212509,76.82081952565632,81.8633023780402,1
1,0,1,88.93130057739384,7.477940200121703,23.229511874058993,1
8,0,0,91.10462738208989,58.9186571167654,32.704296527044605,1
5,2,3,89.17900844232473,28.166639575538387,23.01287696730193,1
1,2,2,11.421380263784132,0.8305426843510433,78.11031219510456,1
0,2,1,26.947819170362575,38.28640249599754,26.39892443656924,0
5,2,1,54.63103903032286,66.27673589352506,96.70388992201748,1
0,1,1,25.676710202524877,64.04408386014882,66.19782901381672,1
9,0,1,39.20874286575101,56.03369974032012,99.74196379161569,0
8,2,0,17.37912123172176,52.210190135709475,64.164174939603,1
2,1,1,58.24441318254706,3.390888350379162,21.060934601196003,1
6,2,3,89.31399468579417,60.11245771554229,96.59262909038004,0
9,2,1,85.6881435266133,2.0366373302181384,85.97373423210463,1
9,1,3,3.131071466947377,77.32808474736184,39.2045204303626,1
8,1,0,28.277538712733474,86.41545398117074,29.09841506114822,1
2,0,0,55.842322279965,13.546547164096978,1.8975859074553347,0
4,0,3,23.464879962115926,71.15347052160101,9.294238710165336,1
1,2,3,79.57985748554493,96.69408945934987,29.530711803861422,1
1,3,1,64.21694713408016,95.26839404314575,73.40154427386061,1
2,0,3,29.386328589747645,83.6692326936992,39.16447902769365,1
2,0,3,13.021007485833858,6.683251103068722,78.12699667724763,0
6,0,2,60.96104907932081,55.636207216387014,29.21536471322298,0
7,3,1,24.741702344174765,93.11579264952223,81.31387061634294,0
9,3,3,42.961093631152316,15.124129825996746,52.851825531685435,0
8,3,3,2.316953193483484,90.85299184696316,46.5346340871301,1
3,1,1,41.65731930813429,5.930791896131327,8.713055907323831,0
9,2,0,60.63558315231797,20.057379278460118,5.626484794148112,1
4,0,2,41.43951306243336,92.24178793496411,89.20351783754934,0
8,3,3,55.9771636508847,28.82815149496415,84.86854122968343,0
4,0,3,92.68484199928932,31.426811417198376,83.28667735183836,0
0,2,0,78.65468348954649,37.72644080708743,98.03023380359365,1
0,0,2,94.34340938267425,18.721580902406554,64.12661048049392,1
4,2,0,91.49462013748439,8.6786671273693,23.93079408152946,1
7,0,1,24.36978720727504,80.13217464385016,98.47300138476585,0
5,3,2,6.983547719842187,76.30761417028205,2.0914881454532797,1
9,2,1,99.56099988256665,84.84167618776259,48.74259859170922,1
2,0,3,73.73638001104005,37.519316882477895,6.480288870014639,1
9,3,1,39.943564005787294,8.416066924832343,53.40470199457942,1
6,0,1,82.21156697394937,30.120065181770748,12.375861911166442,1
0,2,0,68.49516706078249,27.71758107581036,29.984148072176797,1
3,3,0,26.024752023417243,29.569007496353038,44.58691432799758,1
6,1,0,79.17435902866853,6.375858058887928,88.89318951869437,1
8,0,2,17.078622124008668,98.50098571929189,44.06165125031437,1
2,2,1,97.01192614333951,60.402970892091645,45.506577100508025,1
1,3,1,32.02180475109603,67.06673253361778,10.538448029602332,0
0,3,2,87.5982590523674,53.746085218958925,9.958610475612828,1
7,0,1,94.95979507052297,73.23600968305098,99.92933628198801,1
5,1,1,26.493253794184334,54.23249151019757,87.47379158325184,0
7,1,0,84.63497608686637,25.197360337287613,70.27102555653549,0
6,1,2,57.07195474039114,97.41352584999005,1.2775537364337564,0
9,2,3,80.11137010982571,40.818600671241825,19.167348414696328,0
3,2,3,58.661435880555835,39.266586830933534,4.731425978836501,1
0,1,1,13.383325563818138,73.96108467683199,51.10261077581818,1
4,1,3,17.61801507442805,97.53988244070484,81.57314347235359,1
9,3,0,60.84484574126119,72.35130829628362,86.34667895650966,1
0,0,1,24.75871531820709,38.10646552563715,28.862563589105438,0
2,2,3,26.10339611864234,59.138155390698934,67.52018012179786,0
0,1,2,40.13869591514651,24.331956085089057,45.141454107620014,1
9,3,0,1.5289111779350772,44.75920235831394,33.0850603000632,1
4,2,3,26.976237415902983,83.0234082133973,17.53130658590676,0
7,1,3,5.903700560961179,55.04671360811354,10.160092432893453,1
4,3,1,7.4857104978224065,89.07874365956327,36.44539210719454,0
6,1,1,64.43699679194171,0.9385423676568361,68.76762707926254,0
5,1,0,60.2672316771259,76.93452437242712,84.73229553404447,0
9,1,1,58.79651691956619,43.706960517359164,87.02020925096467,1
5,2,2,8.40773709579038,41.302718936499225,26.116597743588677,0
5,1,1,50.00026768309107,56.72748909008014,31.525545175922943,0
9,3,0,28.14050124827897,4.554331537428935,50.71320611707281,0
2,3,3,90.7911130431448,79.94724345089014,16.05887553862717,1
6,2,3,61.101397303358475,15.630087277307336,8.720348953583901,1
2,2,1,61.89786148880021,56.684489835039486,40.33900084487945,0
9,2,1,51.03178591536845,98.09089225068674,8.15313092952109,1
4,1,1,70.22254018314727,46.49183576938215,54.39476231414271,0
0,1,1,1.716569905867238,12.937027298574622,3.061272568632434,0
9,3,3,0.27029759680913257,49.79863769793143,65.67404209101461,1
8,2,2,92.71606430158374,3.442735181840917,55.45404842773497,1
2,3,3,10.42014575237732,58.731365145605906,5.431305073816029,1
1,1,1,35.24066728019856,38.03140012141084,44.072595008916814,1
6,3,2,73.40130547370366,35.29982258849847,5.624852616860087,0
1,1,3,85.158825096318,66.62515755609928,4.850924310758053,1
9,3,2,84.42683234919883,14.152711926586525,13.940464759353166,0
3,0,1,36.33509040167658,36.97527441633487,63.638587796129855,1
