cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,cont_feature_7,cont_feature_8,target
3,0,3,0,3,1,0,0.2950478420238989,39.043625735359996,87.26044969369015,3.0853455687854137,52.305932778041054,5.255583600473668,90.33720489002597,55.93136599176246,0
2,1,3,2,4,1,1,38.54565569470581,71.6774662578908,98.74977108279913,23.57702346457875,84.61923333785178,45.992049089884105,10.128916695678736,96.86088416802919,1
1,0,4,2,5,0,0,30.693397996084492,3.0710318872895215,98.29180298754152,8.468587881564648,27.445560363663148,52.94720707841222,18.750447350133758,10.209173529976844,0
4,0,3,1,0,1,0,81.51801003625425,86.23543262034006,81.65033167542202,74.0980497611169,15.175056416647859,35.333271097679464,72.31965067467875,69.07729442188216,1
4,2,1,1,4,1,0,92.90006442773365,30.560672279540423,60.073094595040224,95.59522098648596,89.26227371763072,80.93992164635532,36.07055795668548,5.3994087861166,1
3,2,4,0,1,0,1,18.378773505649505,47.464719637033106,26.64843702328148,14.104660685553894,34.60210396714722,93.90583719955312,96.48601425095164,61.57452390980567,1
3,2,0,2,5,0,0,17.146989450134043,29.91644182766253,87.50676041465539,63.37984407261097,62.332386362371516,1.8909930786474627,39.28588787912945,70.86373254834322,0
3,1,3,2,2,0,1,74.72565775948898,24.06403928817805,52.90424964392487,46.33755590951032,57.31439149009935,98.53954551227186,45.928632065281704,23.72036919198819,0
4,2,3,2,5,1,0,13.311521264568993,78.02894870149164,54.45244198977104,67.89243169271002,45.779044817813684,8.697662485528735,77.29270485980788,5.995970648198545,0
1,0,2,0,2,1,0,10.861306758438472,70.15325337460706,91.51408528575932,51.32069265464077,90.69639091435214,38.58022554522342,12.498025340319629,84.21764339282267,1
3,2,2,2,5,0,0,53.87923495990977,97.64710366114879,93.64954244121697,61.830779052289884,37.31866537342338,3.0776824417354964,22.658408690617073,13.807238598732308,1
3,2,1,0,2,0,1,65.80102560515932,30.96406113945288,31.851452969431925,49.10888291821378,2.0598944784377515,85.06661756542897,85.73328325124547,54.62996743360098,1
3,0,3,2,2,1,1,78.33085293744844,97.6573347653933,77.39280583396751,85.75293041610048,3.5277988735326837,26.2950880668962,62.47083481574145,75.1330913418526,0
1,2,3,2,2,0,1,47.44524257556719,41.05642885888774,43.05899970848379,78.80526703933371,49.49867162759482,81.77983007799658,92.96323263715456,76.82495577925583,1
1,2,2,2,2,0,1,11.373360379270869,55.22230524801665,2.185595095375137,12.961127177931086,72.78261691707121,6.238971238886526,17.99103944976802,29.87730017576994,1
0,1,2,0,2,1,1,78.95943182265943,53.36259692893432,88.59621723596483,27.912023657354336,71.77845252180562,11.306411515410941,78.78895861669768,5.344125546429757,1
2,2,1,0,3,0,0,72.74807829555591,99.91774091213331,31.959405072610714,4.305107453989033,96.84006089077745,17.061725724646237,32.28487477987133,81.85890000167235,0
1,0,3,1,5,0,1,77.91126952440453,97.07904617125477,7.501006841539515,54.651404704717464,68.75809675123647,84.54224366958097,6.5531286369679975,18.88925298562265,1
0,2,2,1,4,0,0,8.291519153515981,63.82641664204327,55.394301183775,10.026073036271743,42.23001842950791,94.89811341229827,22.8126875781656,4.8133837669639075,1
2,0,1,2,5,0,0,3.3750691596723836,43.802921698346665,11.517626952317395,71.50917618814177,84.2405897203323,21.97301421233219,50.39910643884819,52.988822186096044,1
3,2,0,1,0,1,0,42.58023647381545,7.1737129680604745,72.41380286344724,82.39689111443633,64.32706885634893,44.292586839568074,74.42582033749824,16.77836839740592,1
0,0,2,1,3,1,0,77.19427403576866,28.798935101923284,85.39597523892391,42.77084039351847,26.616984233703334,41.636218351534346,41.32822671099826,49.905831541893875,1
3,2,1,2,5,0,0,22.18467986651301,81.69777746499493,57.1118962035335,94.37697751699697,34.98181774637402,76.59090072698604,35.747691356583154,52.365870666094885,1
0,1,0,1,4,1,1,8.300547755599542,74.26465852944646,87.62303267805473,81.00762554389638,31.574060226793133,95.64381338151726,59.389617056832755,29.455306326599928,1
0,2,2,2,2,0,1,60.906104057959,6.6848818859968855,36.17467622895394,47.57536718181073,80.9565107192741,96.86212574952081,3.5663131545447535,57.19713378387817,0
4,2,4,1,1,1,0,2.12648767452861,31.699087460788256,42.28747016952968,0.19586430303691893,40.68725497850792,52.46391808932452,40.62480385431066,56.43564339538916,1
4,0,4,0,0,1,0,35.33635087729405,44.47390391063314,49.2000352275512,74.66218118336207,2.6440143319010567,30.63224308306316,79.2477001610038,98.70102456578074,0
2,2,1,1,4,0,1,94.47067322010662,1.3992313505265974,20.79638245662054,28.354472595772673,58.62424899279925,11.938362449131933,11.843324638450103,76.84239010620684,0
0,2,0,0,3,1,1,25.707485512094543,31.188936218282393,14.056779254144313,79.47241272391932,51.842658939509846,6.610040489976643,62.337614547765696,14.115638681605835,1
3,0,4,0,2,0,1,84.76185659680635,93.23225138901245,54.9018658178164,33.335460727918495,92.9086321227304,37.21980687987343,66.96932921868004,41.64014935166955,1
0,1,3,0,1,0,0,59.07424059739057,6.932643210813705,15.139258150447477,30.704936644743263,14.452342383639161,35.22099221159056,90.06395566041434,66.67850036864682,0
0,1,3,2,5,0,1,48.56646017395306,74.45454586238314,94.91352027777275,11.73549388376366,26.01594837899831,81.4603491342866,77.32953806628204,89.28322811116308,0
0,1,1,2,5,0,0,46.34452801230039,30.526781691075644,37.42163960380921,78.20095814454181,59.19332840069293,12.469238576015663,85.48473109395047,24.33992203499149,1
2,1,3,0,1,1,1,60.14886694338391,84.060195156257,93.04180883987279,79.1910323303015,58.91500274810893,61.957561134124475,14.423442429963485,71.16683884060804,0
4,2,4,2,2,0,0,16.810126856425377,35.374264388986695,9.705067396689648,83.11238910575005,82.75764821967132,69.43044654055288,97.63289264068955,6.188713581522631,0
3,2,2,2,0,0,0,74.35425544929936,63.56979503298162,14.152538766344925,59.43279396199594,94.03712083842814,28.89467624383778,43.44928280510045,36.8225818644686,1
1,2,1,2,0,1,1,64.04860080941067,71.02113537139343,23.600206596034656,30.319000698487496,8.951318445884237,27.90531668238392,20.0940644869832,45.13457605011448,1
4,0,1,0,2,1,1,90.17326223813357,31.13966711933337,54.97578343568276,5.4698396458869425,91.73808772650987,29.403975438961695,10.014332950863592,82.65440636803245,0
2,0,0,1,1,0,0,5.997744280354455,0.2525443494172164,7.028841024755927,20.68647509312067,81.6066477456401,59.00886315638871,37.296051110071794,22.12094678714194,0
4,2,4,1,4,0,1,47.20711450356286,57.29354712550235,46.048438605985844,73.48687255764182,57.404212232929986,48.02698962437341,86.03662840312073,55.95486174876051,1
3,2,4,0,2,0,1,52.193536926444,52.45103417077852,16.068609287450176,33.39076139669863,38.84528689050265,5.725405956642193,37.45591218149607,27.544817470724592,1
0,2,3,2,0,1,1,67.42583824555194,65.77139696718652,76.2267927471255,77.86639350056507,20.947776194391675,44.88290515277079,0.7610050393988321,83.37222878560362,0
0,2,1,1,0,0,1,87.17749063893956,87.32874989941223,4.317547628271823,28.67666739513033,86.60396264186694,72.5558361440035,23.743322878448215,17.221400531240004,1
1,0,4,0,1,1,1,39.777532944016734,74.75090716809079,17.97598759284751,58.765115378578706,30.18839486046336,85.44840879230689,23.203700031496933,17.68706386807818,0
4,2,2,1,1,1,1,30.263691657032656,13.349329535137866,21.79597943975957,66.3742541472379,66.48311050891968,99.21198009395049,50.9432198071716,58.81077749407883,1
3,1,2,2,0,1,0,97.98538584864437,22.128322932357904,7.720274649586123,31.62645730737982,70.88650367239939,46.52094991887124,10.830500686028156,99.05242073739312,0
4,0,1,2,4,1,1,15.104972662630999,56.4841672671954,91.07977912128817,27.329835061856965,58.318947499342734,39.802923983377816,15.872293114088986,42.69912164318321,0
1,0,4,1,5,1,1,19.53133284777705,73.5324861975166,64.27084736946705,84.66268609874777,42.78495162154988,2.761639102025948,43.340304949810246,44.08702039181067,1
0,2,0,1,0,0,1,26.350385813311906,59.680311948648225,91.15531999639008,23.58980735413735,44.98051210544681,19.472916036706167,24.02959423818788,29.743154350676328,1
0,0,0,2,1,0,0,97.65824502888063,56.70982058160901,23.212703849681617,86.1938388106,59.551691946233085,85.30735311127458,55.486142238394564,47.42751099022071,0
2,1,3,2,0,1,1,10.14109086524073,9.201325186128951,46.80611575970063,94.0652385521197,33.544821432897386,82.31227539544449,77.3052884377327,6.208603910000843,1
4,1,3,0,1,1,1,54.95678332296489,47.75926014919999,59.307436335507234,76.85199552737615,46.84398270788254,41.00917008593057,90.5171263295221,66.3361447320327,1
3,2,3,0,0,0,0,89.15120585732281,13.507446385292143,93.76773195337779,38.2516939614358,99.72473226745619,97.58846257861649,85.49826827273027,64.8110912424267,1
2,0,1,0,3,0,1,10.504907999126821,1.5391801003021066,44.40187602265677,28.12986703788217,30.738271791243555,4.947579464775808,32.781263575622496,19.255330227024416,1
4,1,0,0,0,1,0,66.95219077985342,29.072096274813497,58.823964138627105,37.01291041005235,33.791020541971484,54.31605102555254,6.46830306481605,15.669246617120258,0
1,0,0,0,1,0,0,59.42191855222958,2.7425309586731283,28.80451007487228,73.0527639653782,91.42356391793525,77.36367636434662,24.133271975837232,60.254793450652755,1
2,2,2,2,2,0,1,58.954318542439395,3.114128445807862,82.16117428398755,17.858366597045595,56.79864203352808,85.59076838320186,35.93947521271351,4.350977206889029,1
3,0,2,0,0,0,1,77.15669667585374,85.60301752304224,3.305713711385816,37.19693237050416,32.19048377296527,24.261042143208165,58.83107698460783,50.73062539140237,0
4,1,1,1,4,0,1,9.60740640599841,28.97050692784352,17.569584707877752,61.17390536545929,31.169235797968653,82.25064965558471,0.24809056127926832,28.11478165132413,1
3,0,0,0,3,1,1,75.88957076713122,63.4074163449689,36.1224655710074,92.85268389375662,98.06158274566174,79.11400328683993,85.32310705940043,88.95571306428255,0
4,1,0,2,1,1,1,99.87874359252858,0.28573092861295946,5.6144219532578195,57.65748109693324,13.317886562164471,76.68120832790605,19.219171095123,49.71935166254243,1
3,2,3,0,4,0,0,46.88458551725184,28.695592032920338,30.33393651946461,75.15817974574497,69.79004908733219,48.07799559780489,56.56491749384962,53.18787795577277,0
1,0,2,0,5,0,0,9.880453867759186,81.89592903732745,55.58151509650605,20.6670482246202,39.73098432809746,28.88591891240999,41.560993397034395,65.77280211823405,1
4,2,3,2,5,0,1,29.46240414659176,32.007299499241306,83.68991359896046,79.49371054893516,92.93340358104881,6.3669025417175895,66.92586307477907,2.839875909334133,0
2,2,4,2,4,1,0,28.852183507693585,34.50186659914949,8.319752668905434,43.99786911805591,90.33048774676783,21.75566329152706,78.02105072839764,51.194851302624144,0
3,1,3,2,2,0,1,78.10181340842038,5.704576550058571,62.324802804100656,2.9578136952919776,25.642539687261433,8.842872362780597,7.7255736741725585,4.004938550951909,0
4,0,4,2,4,1,1,86.1250912762478,70.6304677473347,37.17353063233864,26.76224627259002,83.67517570509959,1.318213407562474,19.86960207060492,91.79932253040727,0
1,0,4,2,5,1,1,56.60783547387982,4.477831903317087,45.52112755161672,76.87187052613868,22.659996842468345,99.35246511126573,57.93751127064125,46.79081558113462,1
4,0,4,2,2,0,0,63.86139722065038,60.23812751612091,17.039540218581028,88.34262564262453,86.16093083218954,53.90681892042301,43.895969332388105,22.213477007773065,1
0,0,3,2,5,1,1,21.991586603054714,24.9052935886659,23.51371699350413,19.28307432734192,2.571952836545499,72.96667266236513,45.80954617907401,39.61355258602971,0
2,2,4,0,2,0,0,35.392764569674874,45.328765469302226,52.442756375591316,46.454491558948384,17.86739456683759,97.22555361906643,75.20438599560062,91.56134547923561,1
4,0,1,1,2,0,0,80.51028594004967,4.621093120329589,67.8016903275125,42.86268644314196,61.26838205175312,62.161074579398914,58.9154194600345,50.110532350197175,0
1,2,2,2,1,1,1,84.41100961367049,19.431345771540375,15.625922746926113,84.98076890506474,31.518814654587356,94.44768663103585,66.74005885858301,60.36827013120859,0
2,2,1,1,4,0,1,67.95726058579767,69.6934029223479,82.09723166471353,50.91234675683462,16.254630744634014,31.810562701398748,43.10383947084342,20.450153858472408,0
2,0,0,0,0,1,0,17.86764033036231,45.91259450595546,70.22375058738707,26.979720048457057,90.6230738662217,76.36816385572571,19.443153072052766,43.272770188449925,1
1,0,1,2,1,1,1,22.28522718318797,62.43730412946851,74.05980950702138,48.70089472207111,55.86754959093633,33.45659012407912,83.64532025564483,1.837532218272686,1
3,2,1,1,2,1,0,17.166116038378398,34.73317542629795,86.65862876147831,56.228803070552836,30.509512225016135,78.48662921854896,44.88642914402984,65.13416674491914,0
0,2,4,2,5,0,0,51.09255954919754,87.12447264458235,49.10817385760148,4.758295126796841,17.257752578340536,82.97977687378526,11.791343849478208,64.81827878058994,1
0,0,0,0,0,0,1,60.86321501692519,71.26771586309673,77.41645357778205,32.939135171721404,57.10961865448877,98.82756894881213,48.84400291445631,6.698842941585825,1
0,1,4,0,2,1,1,67.15261956835748,84.0474137099354,18.433048444570787,2.9701898085677914,75.78243799893868,29.077472112119306,55.490832147573514,74.28618954253513,1
3,2,0,0,4,0,0,96.11328727550593,31.61624046095506,90.39123145815104,44.88513785309374,53.4008482330117,36.661351822176734,80.5130848937303,38.582153792119215,1
1,1,2,2,5,1,1,17.63354501192751,90.24932653362026,92.75517555654872,5.619685449064771,55.69561410728002,53.76115458393117,21.512216415121067,42.957597242401334,1
4,1,3,1,2,1,0,91.86877354375463,40.478660198139195,76.14762135002972,71.70920448380865,8.485552057269786,52.49681384491854,85.22666812954598,11.966360602868487,0
4,2,2,0,2,1,1,47.18979392176153,28.019023150175393,8.902548337543204,43.23751214943298,39.951740631318074,35.77416914638739,12.323095310082799,80.53544277089728,1
3,1,3,0,3,1,1,34.60966620389867,36.88966063719532,2.013465573808315,95.66879511446156,44.10626507122952,2.2923667157921934,50.031337097173044,99.89826959165313,0
0,0,0,2,4,0,1,26.380565491949216,9.882881588028392,74.5743499640378,36.193525321830464,14.919669378707745,61.576169032178186,90.66750419307985,19.43810153616381,0
2,2,2,0,4,0,1,26.197060961339112,84.08547334999726,83.2146291879941,51.08708281443377,57.56538527048083,64.74057839088013,59.80918088682922,31.740980741650993,1
4,2,4,0,2,0,1,12.286303493739648,91.11143253952507,1.751513789097492,58.69100637266813,3.967285832845402,45.017052663948895,89.38751555333116,49.44317452713833,1
0,0,0,2,0,0,0,41.77936111081425,38.07905521593325,2.1182528488490893,33.65098690441647,57.392764395632256,82.93572699429515,39.04738414682222,18.84510323818417,1
0,2,3,1,5,0,0,12.48355502182903,0.41249366035192025,38.547508491627426,84.05152210884091,20.421922472914044,77.95859587540244,43.16928807851029,93.42755124262249,0
3,1,4,2,3,1,1,12.11003096202119,64.82369057364669,34.79965289918856,0.6860271798141637,17.485843035134597,50.78759444169884,52.175144613279244,77.67615816490081,1
3,2,4,0,4,0,1,21.411148121003276,47.30241461124278,27.2966299301577,99.11220123212561,71.48516229850082,65.18484526378752,26.87010031130599,73.41253035912607,1
3,2,4,1,0,0,0,79.08782517909296,98.16725461069879,14.512296184048534,87.29248735420472,23.325209284352077,49.46724855251934,22.383927433219796,4.050353779599658,1
4,1,3,2,2,1,1,75.30925821452222,1.9812842171017642,21.40280562140804,37.202756857963784,57.890623747663994,94.67818123380117,27.48742816418356,12.102001016444252,1
0,1,2,1,0,0,1,15.417318002361903,64.27403052531753,28.186778375936527,31.637905266110046,22.318348838344924,60.529827630373745,32.16889848004422,68.61344354716326,1
2,0,3,1,1,1,1,57.69649705487026,8.373311873245681,56.95373120692923,8.241877150409692,2.701204453981032,62.284133954110565,91.11116325037814,55.29231086453247,0
2,1,2,0,5,0,1,31.180326679706592,43.44287819846444,27.19197994572774,68.78910788450318,32.834992302248146,89.43840904955029,44.89838382129461,6.996840247781466,1
1,2,3,0,4,0,0,37.42454246904191,50.36772652678418,29.347910028642143,10.628465108116291,1.2703397577752518,52.9961498760163,94.31763508558724,42.42748833612615,0
3,1,4,0,5,1,0,10.417139812956632,18.81484067007343,69.01329527982095,96.37059623032826,53.67189510696544,31.394731118004515,46.80479551794075,44.72105826591074,0
1,2,3,2,0,1,1,16.569667304237935,82.31686967518277,52.63097085544577,52.13560542523079,48.14873174932981,25.789978309465223,68.76415975141488,9.467978773323205,0
1,1,0,0,1,1,1,88.90476596079066,0.7593385217130932,61.79331318275094,26.149028267104224,95.90183022808706,16.11759082251485,15.659659507195322,94.88790360592864,0
2,1,0,1,1,1,0,70.90646665021893,22.155568692100267,65.89565266779726,39.44286129124486,98.45253408650218,65.17844113931994,1.5578109863636058,76.86696314026777,1
3,1,1,1,1,1,1,92.94986923847041,51.43619428888283,80.67477926850457,25.758702568218972,57.27517069196154,66.07624956401378,4.435697822593642,53.95492945574354,1
0,0,2,2,0,1,1,82.75598438231381,25.991824664178644,62.42401377958333,65.81534846071884,75.79623706510347,82.03502528494089,28.98902016229644,92.67412613954012,1
0,0,3,0,1,0,1,69.43185736061032,22.182902015838234,49.084324717557756,72.78745269370845,93.40841685306836,91.81055150308663,31.527465115022547,11.99083668453449,1
1,2,4,0,1,0,0,4.193032893681825,50.66465200941735,69.01964237262672,10.80118466237261,24.450662169843095,69.8078160564793,90.29733468580257,29.229397189000807,0
1,1,2,0,1,1,0,0.08809287671347477,21.83441877926191,2.1015218847396766,12.504337283695365,19.669565638950072,33.94655202897887,46.2894814702152,25.90853520396982,0
1,0,2,2,5,1,0,81.4548019388375,38.47606825763792,98.78950988834603,22.062514165076998,22.803966119613417,57.6801941913374,92.87996724988155,4.78474044436018,0
0,2,2,2,0,1,0,11.13228611689937,80.75195870485385,30.695892268370006,7.420608142825735,22.063675022093143,93.71720924968238,17.97623432106513,22.467607102059283,1
0,0,4,2,4,0,0,17.85750353817739,92.09220469266764,40.83135552680764,80.6660832545554,73.92171388860248,52.28275138099886,68.15086040735018,81.09421112866285,0
1,0,1,0,5,0,0,6.256280707362394,44.26629528921864,93.66858616072403,12.737053338185245,73.24962522681076,45.14935427195571,99.59551968101694,93.1492107484809,0
4,2,2,1,3,0,0,26.330345104046906,57.167411808034785,55.05032724400706,45.003839268744336,18.866710983340507,66.46921515858838,44.16157603526627,58.55297710419036,1
1,2,0,0,4,0,1,44.59447098165421,99.63004275764543,40.50779611412535,88.44988290624161,84.38190091621163,44.549831838574036,92.87631617033703,96.6835499133813,0
3,0,0,1,4,0,1,88.52442082727944,56.598829952245524,14.830135842261383,53.74216640174192,17.484767881753427,10.791078203705096,65.20412753244833,37.875471252060244,1
4,0,4,1,0,0,1,92.96072225060861,54.086412207194726,31.816754548316382,8.461422255372764,9.070805159273254,28.608892818492205,30.388249860931648,72.94879440585737,0
2,2,0,2,0,1,0,25.02427606908243,58.31678900834923,34.283848244602154,17.19999642057988,64.21668892527379,49.48772741941689,75.38652677741702,11.68389361221659,0
1,1,1,2,5,0,1,8.11526021852469,48.13904542458298,81.21787503221057,46.64318285199867,91.00528520442607,20.79876605733223,82.41366628608161,53.39712376777506,1
4,0,1,0,3,1,1,95.70061964523707,61.44193498383931,34.48078230124521,0.23556908571129576,10.993371704669707,78.76814696476424,94.97405709832111,44.079408577206195,0
4,0,2,0,4,0,0,7.324000790615271,27.86119404546691,38.08828365135681,57.30785342039548,89.64120146293125,62.79672327511554,22.551464841183744,3.3770982912253,0
2,0,0,0,1,1,1,72.73129037207653,89.82862759428578,24.378477975604827,89.8211217397442,16.606426728157764,77.24938433179753,23.577812861111603,73.11861311186134,1
2,1,3,2,3,1,0,94.66649818754024,96.95263963824405,67.83360422602614,10.226974500232377,16.978677764761365,93.94621855874959,60.959989158612174,36.684471942484706,0
1,1,1,1,5,0,0,50.23015213419332,76.10996354370825,13.554633544109073,15.986619561296466,84.24519117760096,9.22666225342561,73.22895353452653,83.4384676669097,0
2,2,3,2,2,1,1,65.92898829908347,55.26506248029997,75.26617117483889,79.55861608441975,8.62435491803314,99.25424636692868,6.424649821178607,79.17878477238534,1
3,2,4,0,5,0,0,5.07859018434228,87.40415966070469,27.62134204241007,55.11142775737778,89.25848366105797,89.16668589863781,3.912415343107001,76.7224804246737,0
1,1,2,0,3,1,1,73.40612651891072,32.8251826104968,10.267376739944078,75.9765432924821,32.29405985084433,11.824128741630858,3.702428333635266,36.74802290625409,0
2,1,0,1,2,0,0,19.875204063022455,29.249378167010363,54.80888374666987,12.72660819295538,15.010756513548928,99.97103327916649,97.77004164470601,76.75451157405034,0
4,2,4,0,5,1,1,32.0445687063168,81.99665269020724,90.83917146984068,87.0795759658822,31.618069676547577,3.8017332109667734,25.969974187121615,30.235761484073574,1
1,2,1,1,0,1,1,7.09699706702499,95.02209416753037,18.57582404945165,28.76103480577156,50.33960852912982,42.78162977874281,24.830326033854643,85.71783672494684,1
0,2,3,0,2,0,0,7.682207858973444,29.32906627392249,59.67191281910992,77.51804706722159,39.52018737119464,73.24028093285509,6.9653609364498825,27.28278979182399,1
1,1,1,0,1,1,1,84.96740055091011,81.835542522532,96.26977931713607,51.704172021119774,62.84635387870229,88.20613791487,77.75819184780627,6.840978902236117,1
2,0,1,1,1,0,0,64.36672899603707,82.4427574609371,10.85961573521167,63.15187836591812,59.87139709664684,87.83930632359788,55.05420920544509,63.16510474740683,1
3,0,4,2,5,1,1,17.911485084787703,7.629891112332643,87.96019916589096,30.274434735165013,42.68994235635289,45.388913963270824,94.89750410163295,98.00769524281738,0
0,2,1,0,4,1,1,47.58544929496369,74.2204560700537,34.23613960989851,15.250880744990303,39.605985400634545,96.89350969780502,37.20704919163711,76.69837257844435,1
2,0,2,1,2,1,1,96.00476117329944,20.368415234235414,38.49816571371398,51.70119909428904,99.23175705680185,96.5509059115612,33.069876886526686,51.8291465832535,0
2,0,0,0,0,1,0,60.32450565527524,0.8224246835011106,16.633278331336886,32.71917502462961,16.339916810170806,11.649565881386614,90.31385210333525,1.2097283571226858,0
