cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,cat_feature_10,cat_feature_11,cat_feature_12,cat_feature_13,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,cont_feature_7,cont_feature_8,cont_feature_9,cont_feature_10,cont_feature_11,cont_feature_12,cont_feature_13,cont_feature_14,target
0,5,1,2,0,4,1,7,1,1,2,3,3,97.30302831666717,7.385434762883481,7.864428611570529,9.583303778552965,76.43922921709196,71.5052580057715,4.208687009112133,4.337184326158483,35.597935899131414,73.84009717540549,88.00631036960115,51.445966760556004,69.29861333856208,69.76955063029577,0
5,0,1,3,6,5,1,5,3,1,3,4,2,91.89390654476516,4.170153112081998,38.10594637287219,87.02375939503784,1.6773373620809773,13.699778268248796,78.57473985563698,20.62309874695548,48.86941740408021,60.17332454595984,33.392472483254565,3.107239064815015,96.97234389110324,30.668068785581916,1
6,1,0,0,1,5,0,0,3,0,2,3,4,41.32499269661326,28.29509923406294,18.218482719722683,61.267649887822216,72.99671990993454,81.63684109290287,92.90131718063058,85.37625965587561,97.28082753991377,95.83977371538214,37.321332582811536,87.68366926658561,82.03462989600743,80.58319975922105,0
2,5,2,3,4,7,0,3,7,1,2,4,0,5.998850893418006,57.05242600174738,2.48493007809385,51.375983109404125,77.66914015616624,79.33558225478833,47.93544490313389,47.570305291313154,82.72430538116767,3.732530528618394,44.71594967940769,65.02768202904457,41.69938667783898,21.64963589505964,0
4,1,0,4,6,2,1,7,1,1,0,7,6,9.417227653276083,63.864545386551995,86.99982966977952,36.03958551439826,81.41234368796908,60.330064503614835,86.64567446742299,75.31679828770943,89.34055146317176,9.692295532353102,21.044810496453614,3.5093863796489044,19.531368287029704,34.407390543441295,1
0,3,0,1,4,3,0,7,3,1,2,1,7,76.31575947176754,49.35509680529787,5.950024958956424,16.53833914077153,15.461953081597347,24.40642268736256,70.81406569630711,71.57174662819392,22.03212383500992,8.214296567350098,39.573965038470746,54.42814974867337,41.1205937971627,31.672887124733286,1
4,1,2,3,3,7,1,0,7,0,4,8,1,16.952242004889996,93.03763630829211,92.59633046734635,84.87844329957855,0.37115243040724,24.951506651128376,87.97664929125571,75.4615560803705,0.5334579657548355,84.7369260472967,0.6916491200102404,27.692688345421,0.6707958005403358,85.91989543719059,0
2,4,2,3,2,1,0,8,4,3,4,0,1,79.12829927156531,64.08828706477559,53.65727767517053,72.00775415792732,9.549161162589282,92.23135674983666,12.037077267361207,73.4760220949035,33.492578271499774,93.55396266576597,58.56112618878058,79.04060936989723,86.11650534938644,1.9207646810443624,0
6,4,0,0,6,5,0,1,4,1,5,4,5,5.795785877355531,31.337789314101506,83.12791209867727,19.46100951531884,59.6004249940361,28.993476283395957,90.44432096442625,38.43859561623106,43.87447421453684,35.82921702396388,31.37319506277535,50.39885839117696,53.818298037942554,93.48903131777135,0
0,5,0,2,1,2,1,0,6,3,2,1,3,82.6033903466164,89.06059503294244,12.464892756801815,51.69410822658595,60.17184684997786,82.87788023754185,46.13804483440656,12.284581211614443,15.346665957056093,87.70249210717104,98.68321783845951,58.38316625267355,77.23396285279227,69.21279387903172,0
1,5,2,2,3,2,1,4,2,3,4,5,4,27.58434080026668,46.545795744779426,29.705740177807595,38.27434745787386,47.05813009525273,68.77260948519083,30.939313061523855,69.32990977784051,42.190019760855236,46.30467311531482,4.982581359621174,93.89336726807873,50.22207642244766,98.2332435609384,0
0,4,1,1,6,1,0,2,4,1,0,6,3,93.58583387681205,60.78091186677498,19.07624906434242,17.172595503131994,86.61592603061446,14.845326181609053,29.511664408017037,38.52723467145823,78.9760851561837,95.544343851456,6.299789449173431,47.78458286074275,11.217416610661523,93.04519956528776,0
3,1,1,0,6,1,1,0,6,3,0,4,5,98.67507359295239,65.50456614341283,65.04565233548867,1.2914852649325015,50.11617093792524,97.68605802426579,65.67055591697496,10.151423523399528,81.13782744472483,42.05539445269578,89.01194753854598,85.35022802785338,22.25076023251128,21.59146938226315,0
3,0,1,4,2,4,0,4,7,2,0,0,2,35.15142192509426,72.24589460636766,1.2761052338844614,33.34518931175494,71.56087274252536,38.66199510343904,89.22005578193308,5.02597986871085,16.921776838176537,37.42388798836899,47.68237329519113,97.42893500847076,25.524470064455173,25.65644244171207,1
5,3,2,4,0,0,1,1,4,2,0,3,5,19.091216905025053,36.050984552024175,93.31620578691329,33.032671119296666,13.404140381016438,90.53860040709355,1.1788911438308847,51.577034388845235,58.73005296945662,98.66205533512866,95.57687128060189,58.64045830142255,77.07275923804619,22.80629227109018,0
3,5,1,3,3,1,1,4,1,3,4,5,8,0.4952404027967261,93.23833672472173,16.726137539034948,35.76249425550916,54.745857685443035,28.414144503019966,80.28488383069123,85.22081601242691,39.12218669148791,51.13522244038512,87.47551325891158,55.258265866922784,55.390071568342,1.1826393335179985,1
6,5,2,3,5,7,1,3,3,3,1,2,1,11.672137519973102,32.189731411244495,88.31298357026473,31.471483960637357,81.93743172847275,17.3810801756353,63.757579990680625,63.179905198304695,19.51637699019615,21.74870677718189,46.45657381464024,76.59445083201966,64.63626548686398,9.458571239933356,0
1,2,0,4,2,5,0,5,5,2,1,3,3,42.065239562885246,82.5752156238434,14.088117711667959,11.004649865494676,58.31607865596432,9.49641987934936,12.979563513127834,16.504153766390207,70.26148106211679,48.85815067136291,98.9126893866247,2.4480940259289596,70.09313988253255,12.096338269828422,1
0,0,2,0,4,0,0,8,3,3,4,2,7,92.01873810896461,10.48066965264427,78.11895283202878,94.03355591692676,56.82400846555101,65.0572262810902,64.2415122896009,64.64586327093717,54.08680525733135,89.26206148492545,11.917469224805854,7.40035059760018,7.231838610091767,38.76616026705856,0
0,3,2,1,3,4,0,7,4,1,4,8,5,75.4804728296934,93.39466188571494,94.54964261924187,98.72480107132708,61.53845287364251,62.0859113528332,73.64182478922756,89.69112757230981,62.46344751280392,77.12938495712386,35.73981942507266,4.605808671347534,19.707736335272774,18.090874411509482,1
1,3,1,1,4,2,0,7,6,1,4,1,8,15.126349008541407,34.38948216013927,0.7629457925044769,78.60215491994083,28.956481305448158,53.76147268874073,25.094884274757767,80.94032777524308,79.72103827789694,83.0024383725372,54.54932399362975,38.20688988637799,87.800535128068,39.01011933604496,0
0,1,2,3,6,2,1,0,7,2,2,6,0,71.52147084365596,30.91671961711093,86.65293184833025,47.28772131899252,63.22702075833813,95.04545084110866,9.059330399403255,52.990034530178065,81.20112684746216,69.137172782722,15.06978719354225,26.259711151376276,13.679623945513342,39.57210763006675,0
5,0,2,4,4,1,0,1,2,3,0,0,3,49.64224483159928,34.138681932532954,79.99329298393965,36.68888013621766,54.76601194981868,2.906030972301432,24.393913768519326,12.315546618781081,35.089377037966074,51.917355216590245,20.820742078578437,63.600400487213506,56.19909515941814,40.904960563820644,0
3,1,2,4,3,2,0,3,6,1,0,5,8,48.11826005932267,64.38730158385067,76.3766928609426,23.815202043401772,58.76742017986621,82.89231417916004,0.4834188139499762,1.6437578938652608,22.034606874038577,49.66010782535613,63.58602884582745,96.85624796314532,77.06485001322166,48.35243931686015,1
2,2,1,2,6,7,1,0,5,3,4,2,7,72.71659855259813,66.73551020919518,54.65996978626004,55.90629217478181,73.75032604502499,46.38828092222334,26.932763080166254,25.42005356408761,83.64452567377991,84.49756905656915,23.336312800160176,92.04923598786809,13.52884408221745,19.533225628390927,0
1,2,2,1,1,1,0,2,0,0,1,8,2,93.3293641342907,78.18505569531625,71.21337941042738,5.73547611775993,2.1934331646285,45.235686494695734,52.91406497343901,17.263664503988075,48.47955283504691,39.41298968364696,30.036984719884984,8.889666728691614,36.53465836852005,89.55976868911361,1
5,3,0,3,5,1,0,8,4,0,3,3,7,40.23671810124987,46.76159228644525,31.49937771879967,89.84284036124639,79.29587149069188,91.85970287922368,51.88695137850645,6.625398100090008,27.435411929026298,38.362816738235125,94.16236368569525,63.36081229537361,86.2924600003881,21.262559921583545,0
5,5,1,4,1,1,0,1,7,3,2,7,0,47.62674468727529,52.95112136986712,84.68199099863979,40.64157726512811,95.25810661577171,70.07696192617772,25.24098964895275,19.594608029203307,12.71791719790416,2.413340895775584,1.8079698996339766,67.53296534819837,86.15920547036816,19.54365854688742,1
4,0,1,4,4,5,1,6,3,0,4,8,2,77.32540021699204,14.185908394964851,59.55467283412599,25.662100882377814,19.198429721241418,38.13969710942126,33.08958553327729,0.8665411924028255,57.175251546314975,0.5683464757614276,4.10969415728637,44.92607655742555,38.6264460671785,63.755465806536535,1
2,5,1,1,1,7,0,3,7,1,2,2,8,84.2035851521612,9.043062157295667,1.5721178366617017,81.8311231949698,46.75397340691651,4.778941395285818,16.89245209616377,75.30792696865335,17.00285372485686,27.97848323603702,78.20788694096056,68.15988659608779,46.75371553272687,56.77069765764608,0
6,2,2,0,3,3,0,8,5,2,3,5,2,13.50146752706205,41.607687135721086,48.01329611683839,60.46491900206178,55.415957574882,36.606448396072345,6.439602292943114,24.9620086281491,44.6763541144664,68.76752565386575,43.87388959593975,53.70153202211145,39.1776565969916,74.63089830626247,1
6,0,0,2,5,7,1,1,4,1,3,5,7,69.7493673591562,15.23399987268743,6.497858536127343,62.943717160574884,15.831983240579373,32.19592959259528,26.663765519635383,9.396893499646852,99.31780073438082,82.18825303807353,41.659336073754424,95.46309770977103,59.041962871642006,26.891656800813234,0
2,5,0,0,0,2,1,3,5,3,2,0,6,45.56021171653162,3.994024752403913,47.08259234434695,32.44215892935578,39.62013038690137,94.6403824978489,41.63049574971226,32.99306122954718,72.46304464732404,39.82268200242296,65.71337128519843,67.18961502423406,81.42300395267021,13.717014215207957,1
0,2,2,2,3,4,1,2,3,3,1,1,5,11.89115343917183,30.382111902925658,96.81492418968749,21.909476802071403,76.4376721313825,93.54503466060915,60.561554525244055,45.09903313901032,0.5908699082332824,19.259513001075778,50.905261175774484,74.36099542201966,88.0784849575035,96.40685185281498,0
4,2,0,1,3,6,1,7,2,3,0,2,6,99.01763218186524,12.134190798362244,5.036074116482181,19.92639794647818,29.0965119583814,20.225147890100626,18.202912641370407,69.61213645993195,16.403325744044896,48.2925290327136,41.509019393421376,48.8284654354717,92.38826513494475,55.08980506892181,1
5,0,2,0,2,7,0,2,4,2,4,7,4,6.94743102453772,20.566782359958246,89.6547016498063,79.71296225875497,17.28948854639264,24.027289930483697,58.4900796133136,79.19243061735773,14.965600223737374,95.75707578425569,78.03166084849249,67.58574686285132,68.38897585548513,82.45689608953334,1
3,5,1,1,0,1,1,0,3,3,0,6,4,89.53262943017383,29.106162184505557,33.13869290555084,17.13473022127008,61.64656238550218,43.58150355076433,33.411289041983224,49.61225040974336,52.11943443959217,15.392777441105343,70.46189532201305,21.756148320576685,14.000920945490314,55.415086137558,0
4,1,2,4,2,2,1,5,6,2,1,5,7,30.40324033059435,1.541868846583283,96.34395391974776,69.8571401370972,43.16975608583014,81.32238078499236,14.582748461437411,55.6426598927501,87.41786675026658,20.76683544590311,10.86229416410508,47.97955943681278,50.15423130766234,78.39871418238327,0
2,4,2,2,1,2,0,6,0,2,2,1,7,63.100056059136044,9.891486024761932,68.79540269545492,49.11979838730822,60.488261262432175,55.37770418964697,31.149613616917947,16.461651306379643,19.548406093310067,48.49295565488324,33.22255135057516,94.73436640043155,42.47378469651497,11.660680910501831,1
0,2,2,0,4,1,1,3,5,2,1,7,3,9.42821103747563,97.77362529663051,1.4170117968145712,64.9537168042844,9.818509612709947,52.955368482834096,70.90237978281183,83.43050260184596,73.23396146182665,86.10241912186342,43.82529689108643,35.40116119542692,84.58042864105954,39.78464376703828,0
2,4,2,1,2,0,0,5,4,0,1,8,5,52.732341776459045,13.38802574902348,28.611010127008807,94.75547630630885,0.8888557357839666,64.90131698525114,36.21420833564414,29.624347719840117,37.03619755576386,50.215823565979775,28.2244556580713,67.20851809300413,4.204083196161434,80.03668909106544,1
0,4,2,0,0,1,1,5,1,1,4,6,8,51.94585836035921,47.22135404588952,50.16903255276358,84.19382462913005,5.373158815972645,36.70954043695656,67.20269797660805,47.53033587685099,73.17623308470286,34.6811841689125,86.0768521102168,12.175056431952914,54.466370934937395,1.3581476458154218,0
0,1,0,4,3,3,0,7,4,1,4,5,0,74.3308101133312,99.02526197611651,8.35947940038102,18.15838717972301,53.54643338744418,49.728111267531304,67.0082967761125,56.20172755854666,28.12614367431705,42.94537457287632,63.37714802264075,85.89581472202124,61.53259195600461,63.53984180759271,0
4,5,2,3,3,6,0,5,7,3,0,4,2,75.25692542465026,75.372470787267,69.82016092212113,33.48874100788372,50.44927449269508,51.07255436767822,62.818809913616214,34.6065490559529,98.13922054937542,16.82301950382994,75.39971823681036,34.61405263521109,19.1618156859364,1.879470223220403,0
5,1,1,4,0,7,1,2,1,2,0,5,8,28.224588230892202,52.65616304146232,52.23495649781172,21.79219307352995,5.475545101276136,94.21355528083062,53.717524611116204,16.437310053150288,16.912163485295963,94.63657050507096,60.94665204326483,62.983802245059394,84.55217423495041,50.785443867714704,1
4,5,1,2,6,6,1,0,6,3,5,3,7,81.83922688957966,71.90286909303785,78.95285364484555,21.162022293747253,84.56438572422357,72.04173540962769,33.500750377681456,26.414487384594622,28.067112350030477,20.488367502489425,6.136207522020587,34.996332029178376,79.24282178790544,65.93646152296635,0
0,4,1,2,1,2,0,0,5,1,4,0,7,79.11586903812669,47.015991642534026,88.30888204031464,0.29382257407127854,53.89373950898726,98.00120330512895,64.47460180446328,96.06202344804599,41.36694470215792,61.623314692283515,88.12637713329401,77.09315165445851,48.63063829387112,88.81652956600303,0
3,4,0,4,5,0,0,7,1,0,5,3,3,89.47791840065302,79.67786940050598,68.2821319022744,6.702945237849411,57.17628528881361,3.3376021916211918,71.09416629914645,24.394935695825904,45.158093632916554,21.19630157317204,79.92791814868265,13.332234383521834,85.1370782905413,4.672640153857499,1
6,0,1,1,6,5,0,2,7,1,2,2,0,61.64821554358972,12.714724593362059,79.49151500002206,13.766419892007974,24.067124280640005,68.42838154083701,83.14427697409165,45.43670288717346,92.56789905693698,24.10651668205356,6.581337502529738,1.2545022347856039,84.2438456661862,0.43968903851887564,0
0,4,0,2,4,5,1,8,5,0,1,4,8,62.777146379834235,63.741454703631696,97.82164359835733,51.846993960771,54.306064197985705,69.52167542845321,35.4658611314298,70.34471563033257,55.442002846068796,76.03909744789044,28.608910929058528,81.5196832813514,64.50868467993239,10.335927046056659,1
4,5,1,1,1,0,0,5,2,1,3,8,3,37.03474649696691,1.766732882352251,37.53483580781022,38.70061066972439,38.00826061767037,75.72694203531903,81.29991131266621,0.14711686597469464,21.114822242508403,48.12833402598514,67.17717800485478,22.458420743958886,31.54003972731668,62.94394810762039,0
3,2,0,3,6,5,1,5,0,1,0,5,6,17.138965380784597,43.57061056627668,80.32302928502307,16.21534013654753,55.95362280194705,75.07003493609022,12.496361457247595,91.4192248158909,34.970057975573624,82.37844733492125,9.439047866485906,90.15312008599923,13.098565139608853,64.2245992015256,1
0,4,2,0,1,2,1,0,4,2,1,7,3,68.98275344863929,53.897476790136714,78.77159443602844,12.390304136602149,31.144149476798898,29.628499645827276,41.94254314673894,10.177606223390168,97.12093253630809,51.271630846451586,84.78193434134221,95.6227549869614,0.6051704401116687,39.874007866625114,0
0,4,0,4,4,6,1,2,7,3,2,3,0,61.86941906691259,84.07837508838497,12.596981139513797,43.86842740614232,18.503389789847812,44.023516279885676,99.85666784925104,96.46149236281612,27.27361145770316,50.39220922553847,58.36482476923869,2.815732197409293,57.47167763339721,77.19499739825304,0
1,3,0,1,5,1,0,2,7,0,3,4,7,34.92510678278232,59.39149602649467,3.551026499720611,67.85479316249821,5.5055985061195685,0.5325032026095133,17.48075525402244,53.65423104235496,7.803509960151067,75.22073588472,52.85491639093165,61.10445480008089,33.7368687164091,8.263851965828117,0
2,3,0,2,5,7,1,0,6,1,5,0,6,29.128668154931326,4.119758010374531,86.65266125362294,20.597649306640196,73.08686339825573,77.95078408619884,82.14787096123044,81.3068567275742,37.620499223866354,19.365462067706517,5.9283865572474115,45.395844696168616,0.8911841983355484,31.18030034000344,1
5,3,2,0,5,2,0,8,6,3,4,1,5,25.64143208281653,96.86781175430538,77.43260730956747,84.62802160390375,17.427070625445605,43.134502260954044,24.975852397474306,70.94330625983213,82.62201002854029,23.01628272433115,8.370641668741596,70.70882642690648,16.987247589397093,84.8950828618756,0
3,5,0,4,6,7,1,2,1,2,5,0,2,54.781751464533976,8.315210057849153,77.95274902581777,65.24284555709721,75.18220371203468,94.22047899238845,23.162221183100794,43.667312719744736,18.899078923587165,81.73298236222632,33.34352382730762,12.543082464093114,64.18559182820836,25.73918178917203,0
4,4,0,0,2,3,0,4,0,0,0,0,5,51.07901048056343,21.847697659150235,39.29652138139984,36.88800715746989,47.939239232402564,6.991633450596691,64.74474515284086,14.964228682299673,67.4129343319056,94.8373181088196,78.93213104533979,68.81164741963158,88.89607503735473,37.90979073584124,0
3,1,0,1,6,3,0,0,0,1,0,2,3,26.084384575779062,77.88029544034447,48.911431923222345,25.6902509523943,61.79041164078559,98.5422143991782,6.637930024639715,44.709760904813415,15.270003585843916,21.317214541120254,61.430012859909844,83.34627131794939,84.34822567228404,61.905669294412725,0
5,2,2,3,6,7,1,2,7,3,5,1,1,88.23480479999549,8.248108552614742,68.39126055465279,93.81923705072255,21.490323903034735,34.31243721998485,5.456670132705687,13.547400241435925,44.216262339602075,89.0995768756248,95.90718741209537,66.42434721947753,44.650697216501015,24.806162704841284,0
2,0,1,3,1,0,0,8,1,3,5,7,4,26.539416506770298,48.69182667639972,76.48709067016733,31.95956375787723,63.779068873947665,93.14443873051684,25.230364287505147,4.620443278838627,20.444299293288427,18.186904507868384,77.36613894135921,38.558579784516375,4.653602839496651,64.16727696804891,1
0,2,2,2,5,1,0,3,7,0,5,2,3,32.00703451022115,65.75176147502111,71.15454999248729,22.862427775530357,74.37955631585154,79.56745984553596,22.68275791080604,57.574717348625114,89.69557414941536,94.5872112337359,73.3176521433771,13.371526936733103,86.27274779840374,50.765399455236235,0
4,3,1,1,2,0,0,1,0,3,0,4,2,18.31084816681965,30.638731775673065,59.056933103995455,80.52051485444491,71.9664731674029,76.44742351610417,89.17487494993165,32.908192731750276,64.43884186809589,51.053057611583476,61.35531324019665,98.83389981387359,29.09781636818637,82.96417006172636,1
6,0,2,0,3,5,1,0,4,2,1,8,0,36.121373549062476,91.03920179637828,29.323760859891745,47.860221757773935,27.323083446007956,59.0999283470265,5.811032430227936,17.303071917526623,84.93105418246984,82.34012187513109,82.98822086462452,50.398531728919835,42.22988883912575,84.52841144581004,1
6,3,0,0,6,5,1,7,5,0,4,3,1,85.76838356305603,76.13090754892434,74.41582371414408,54.465540814122704,88.01568494418268,25.60576723237662,37.0914126817045,4.859390277532983,87.26891739722319,21.36901938562189,74.37947699131095,22.44668522935882,12.73993482429968,4.390784274722792,0
2,4,2,3,0,3,0,7,3,2,4,7,0,86.83798479017841,90.52833809802736,88.14611555844279,16.647796496964993,54.87075472266761,10.254697876048546,71.88519979328481,24.553043025015807,36.71688185430339,21.664694532917604,23.874795060356735,24.74649408124039,95.67467660728897,74.54747516244393,0
5,3,1,1,6,7,0,4,7,2,5,8,1,16.17881868541693,73.31715389367317,87.67332453382876,40.808031640639676,48.96113884495892,91.90855939430568,51.376050331651655,40.25631466068764,13.744952923089793,50.09075576650959,70.18807001314019,20.056839574765593,43.286435169208914,67.14450559602537,1
2,4,2,2,1,3,0,6,2,0,5,0,8,7.068851926328423,95.8861201066875,46.26515510237782,17.175865706055838,64.24721722308809,25.157525547522543,19.226853983794413,98.67589553628,92.90197805245515,62.011132949567205,47.852119216813925,71.72028569163132,91.54349816997689,14.908192022046018,1
2,3,1,3,3,5,1,0,1,3,4,4,6,46.94623037901447,31.15639570157118,78.84884223602018,21.55842530290816,83.06470059584127,27.035162402060365,61.56687927216159,5.649917207979971,29.65704086082095,53.35349484362276,99.16768229499156,55.235841114434905,85.42791352869045,15.106563994259393,0
5,2,2,2,6,7,0,6,7,0,2,5,2,23.384484078741195,56.51155152190693,11.232553712296012,85.64915953156314,35.10762980236669,42.711589029562035,46.68148260748707,4.105828674467071,15.41914064942047,82.47233119223536,42.28382378771309,29.497600653662904,77.4357196668201,14.219742356677777,1
6,1,1,0,6,1,1,4,3,3,0,3,2,47.65445410823854,40.91517519375175,63.57950855825387,86.50027350876603,33.47755729832414,0.8529385687138347,27.966184582102006,38.03785515424002,75.81279841450423,60.187787677048355,33.18661255488758,7.527687959548213,72.1736664219465,29.8990743874773,0
